,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Year
9201,The Indian Express,http://indianexpress.com/article/india/india-others/mizorams-power-lifeline-on-shaky-ground-after-landslip/,7972,08/28/2015 01:45:00 AM,,"Mizoram, India","A downpour was drenching the old building at 1.45am on August 28 when what seemed to be a tremor struck. Several glass panes on windows lining the western wall cracked and broke, as did parts of the concrete wall of the control room of the 132KV power sub-station at Zuangtui, on Aizawl’s eastern outskirts.","Mizoram, India",25km,landslide,downpour,large,unknown,0.0,0.0,,,,glc,7972.0,India,IN,Mizoram,5963.0,Thenzawl,15.9845,06/30/2016 04:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.8112,23.4495,2015
9217,e-pao.net,http://e-pao.net/GP.asp?src=4..230711.jul11,3831,07/22/2011 12:00:00 AM,,Heibok Hills,"Mudslide alarm at Heibok hills Source: The Sangai Express  Imphal, July 22 2011: Following heavy mudslide on the western side of Heibok hills, people of Hiyangthang Tarahei Konjil are caught in a panicky situation.  Apprehension hangs heavy among the people that their homesteads might be buried by the falling mud and earth.  Following heavy downpour in the last 4/5 days, mud and earth started sliding down the hill side from a spot 40 feet above the ground, said the villagers.  Because of the heavy mudslide which occurred near a rice mill, one inter-village road located beneath the hill was closed for some period.  Even as the rice mill belonging to one Md Rabi (63) was saved from the devastating effect of the mudslide by putting wooden fence around it, one hand-pump, a tube-well and a cow shed have been buried by the mudslide.  The IVR was re-opened after the villagers cleared the mound of mud and earth.  The villagers said that a similar mudslide occurred in the other side of Heibok h",Heibok Hills,unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,3831.0,India,IN,Manipur,223523.0,Imphal,1.05312,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.948,24.7992,2011
9226,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar,5584,10/06/2013 12:00:00 AM,,"Nilachal Hill, Guwahati, Assam","Heavy downpour in the last 24 hours paralyzed life in Guwahati and a landslide triggered by the rain claimed the life of an elderly person in the city on Sunday. The rain also dampened the spirit of Durga Puja shopping in the city. Kamrup (Metro) additional deputy commissioner Dhrubajyoti Das said one Man Bahadur Gurung (80) of Batahghuli area in the city died when a rock rolled down the hills and hit Gurung, who was sitting at the foothills. Another landslide occurred on the Nilachal Hill, but no one was injured in the incident.","Nilachal Hill, Guwahati, Assam",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,5584.0,India,IN,Assam,17516.0,North Guwāhāti,3.7592800000000004,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7049,26.1665,2013
9229,mumbaimirror,http://www.mumbaimirror.com/article/2/20100831201008310431058725f18608/Four-die-in-landslide-at-Ulhasnagar-slums.html,2364,08/30/2010 05:00:00 AM,,"Ambedkar Nagar slum(?), Ulhasnagar city, Thane district, Maharashtra","August 31, 2010 at 04:31:05 AM  Four persons died in a landslide in Ambedkar Nagar, Ulhasanagar on Monday morning. Authorities said that the incident took place due to heavy showers and loosening of soil. The area where the incident occurred has several illegal shanties  The incident took place at around 5 am. Eye witness said that they heard a loud thud. “When we stepped out, we saw that a major portion of a retaining wall and houses on top of it had collapsed,” said Bharat Yadav, a resident.  The wall and soil fell on an adjoining shanty in which four persons were sleeping.","Ambedkar Nagar slum(?), Ulhasnagar city, Thane district, Maharashtra",10km,landslide,downpour,medium,unknown,4.0,,,,,glc,2364.0,India,IN,Maharashtra,217780.0,Amarnāth,2.00217,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.1694,19.2179,2010
9230,Tribune,http://www.tribuneindia.com/news/jammu-kashmir/landslide-shuts-jammu-kishtwar-highway-3-000-stranded/56664.html,6908,03/15/2015 12:00:00 AM,,Doda-Bhaderwah highway,"Meanwhile, the Doda-Bhaderwah highway continues to remain closed for the seventh consecutive day today leading to shortage of essential commodities in the district.",Doda-Bhaderwah highway,5km,landslide,unknown,medium,above_road,0.0,0.0,,,,glc,6908.0,India,IN,Kashmir,17748.0,Doda,6.42945,05/15/2015 11:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.5787,33.0977,2015
9241,pakistantimes,http://www.pakistantimes.net/pt/detail.php?newsId=20010,3252,03/19/2011 12:00:00 AM,,"Jammu-Srinagar hwy, Sheeri(?), Ramban, Jammu and Kashmir","The landslides blocked the road on at least four places including Sheeri, Panithal and Digdol.","Jammu-Srinagar hwy, Sheeri(?), Ramban, Jammu and Kashmir",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3252.0,India,IN,Kashmir,7317.0,Rāmban,7.32953,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.1611,33.2466,2011
9250,morungexpress,http://www.morungexpress.com/local/50451.html,1986,06/15/2010 12:00:00 AM,,"Fazl Ali College, Mokokchung, Nagaland","On Tuesday, June 15, 2010 incessant rain triggered landslides at Falz Ali College Mokokchung, at one side of the 3-storied building Science Stream, damaging the Physics laboratory set up at the ground floor.  The Principal of the college, Kuholi Chishi reported the incident to the district administration. SDO (Civil) Nungsangmenla visited the college to ascertain the damage caused to the building, particularly the Physics lab of the college. Following the landslide, two pillars of the stairway connecting the Science Stream building with the premises of the main building were forced to hang precariously.","Fazl Ali College, Mokokchung, Nagaland",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,1986.0,India,IN,Nāgāland,34021.0,Mokokchūng,3.41935,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.5512,26.3335,2010
9255,E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7387,08/01/2015 12:00:00 AM,,Imphal-Ukhrul road,,Imphal-Ukhrul road,50km,landslide,continuous_rain,small,below_road,0.0,0.0,,http://www.e-pao.org/galleries/images/News_Related/2015/08/Chandel_20150802.jpg,,glc,7387.0,India,IN,Manipur,223523.0,Imphal,31.832309999999996,12/14/2015 09:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.2156,24.954,2015
9302,e-Pao.net,http://www.e-pao.net/GP.asp?src=5..211007.oct07,319,10/19/2007 12:00:00 AM,,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur","occurred at 3 places along road (23 km), unsure of exact date within past 5 days","Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",50km,landslide,rain,medium,unknown,,,,,,glc,319.0,India,IN,Nāgāland,92113.0,Kohima,26.235229999999998,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1162,25.4379,2007
9306,The Indian Express,http://indianexpress.com/article/india/india-others/jk-police-rescue-130-stranded-tourists-from-landslide-hit-manali-leh-road/,7261,07/21/2015 12:00:00 AM,,Rumtse along the Manali-Leh highwa,"The J-K Police on Tuesday evening have rescued 130 tourists who were stranded due to landslides on the Manali –Leh road. “There were landslides on Rumtse and Meru spots on the Leh – Manali road due to heavy that blocked the way for tourists coming from Manali,” said a senior police officer involved in the rescue operation.",Rumtse along the Manali-Leh highwa,1km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,7261.0,India,IN,Kashmir,37475.0,Leh,63.1633,07/23/2015 04:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.7652,33.616,2015
9310,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/kedarnath-yatra-remains-suspended-for-sixth-consecutive-day/774968.html,3859,07/29/2011 12:00:00 AM,,Kedarnath yatra,"Dehradun, Aug 3 (PTI) The yatra to Himalayan shrine of Kedarnath in Rudraprayag district remained suspended for sixth consecutive day today due to the ongoing repair work on the 14-km long trek route damaged by the landslides. Official sources said the yatra is disrupted as the repair work on the damaged Gaurikund-Kedarnath trek is still going on. The PWD is making efforts to resume the movement of pilgrims on trek which is blocked since Friday when landslides hit the trek damaging it. However, they said, it might take a couple of days more to make the trek fit for movement of pilgrims. The alternative trek route to Kedarnath is very narrow making it dangerous for pilgrims to use it, they added. Kedarnath, which is among the four Himalayan shrines collectively known as Chardham, is situated at a height of 3581 meter in Garhwal Himalayas. The shrine is dedicated to Lord Shiva.",Kedarnath yatra,50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3859.0,India,IN,Uttarakhand,5198.0,Rāiwāla,2.0453099999999997,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.197,30.011999999999997,2011
9315,timesofindia.indiatimes,http://timesofindia.indiatimes.com/entertainment/bollywood/news-interviews/Army-rescues-Akshay-Ash/articleshow/6165973.cms,2056,07/11/2010 12:00:00 AM,,roads from Manali to Rohtang pass,"The final schedule of Action Replayy was to start in Manali on Sunday and since they are shooting with two high profile actors — Akshay Kumar and Aishwarya Rai Bachchan — the producers can’t afford to lose a single day.  But Mother Nature had other plans. Two consecutive landslides left the crew stranded and the shooting had to be called off.  Our source says, “As soon as the unit left for the location, which is near the Rohtang Pass; the production crew almost got caught in a landslide. They immediately alerted the rest of the unit and an alternative location was selected.  But as soon as they were heading back to the second location, another landslide left them trapped in between the two landslides. Vipul Shah then realised that it was a serious situation.  Finally army had to be called to evacuate them. The condition in Manali is in fact so bad that the unit cannot pre-plan anything. ",roads from Manali to Rohtang pass,10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2056.0,India,IN,Himachal Pradesh,8341.0,Manāli,6.1700800000000005,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.2106,32.304,2010
9316,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39638&typeid=2,313,10/16/2007 12:00:00 AM,,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland","occurred at 2pm, stranded vehicles on road between cities, multiple events on road","NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",5km,landslide,rain,large,unknown,,,,,,glc,313.0,India,IN,Nāgāland,92113.0,Kohima,10.39298,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0132,25.7055,2007
9321,Telegraph India,http://www.telegraphindia.com/1100922/jsp/nation/story_12966820.jsp,2456,09/19/2010 12:00:00 AM,,"near Bagri Glacier(?), Gopeswar(Gopeshwar), Chamoli district, Uttarakhand","In Gopeswar, also in Chamoli district, a 35-member team from Sainik School in Haryana was stranded near Bagri glacier. Police sources said they had been put up in relief camps.  Lucknow, Sept. 21: Tourists trapped in Uttarakhand since Sunday have been frantically working the phone lines as fresh landslides triggered by heavy rain have hobbled rescue and evacuation.  Sources said the tourists —from Bengal, Haryana and Madhya Pradesh — have been dialling family back home and complaining that rescue work was “painfully slow” and debris on roads was not allowing them “to move an inch”.  ","near Bagri Glacier(?), Gopeswar(Gopeshwar), Chamoli district, Uttarakhand",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2456.0,India,IN,Uttarakhand,13865.0,Joshīmath,29.741490000000002,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.4356,30.7991,2010
9327,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2539,10/03/2010 12:00:00 AM,,"Mosing village, Upper Siang district, Arunachal Pradesh","Ten people were killed and about 300,000 displaced in flash floods and landslides triggered by heavy rains in Arunachal Pradesh. Heavy rains triggered mudslides and flooding in at least three districts of Arunachal Pradesh, washing away bridges, huts and school buildings, besides devastating agriculture crops. ""The devastation caused by the floods and landslides had been extensive with eight people already killed in incidents of house collapse due to landslides, besides snapping road links in many areas."" The casualties were reported early on Saturday in Mosing village in Upper Siang district (of Arunachal Pradesh) bordering China, where several houses got buried under mounds of earth. ","Mosing village, Upper Siang district, Arunachal Pradesh",25km,landslide,downpour,medium,unknown,10.0,,,,,glc,2539.0,India,IN,Arunāchal Pradesh,25581.0,Pāsighāt,28.274070000000002,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.4149,28.3092,2010
9346,www.ndtv.com,http://www.ndtv.com/article/cities/landslides-cause-closure-of-jammu-srinagar-highway-334315,4764,02/22/2013 12:00:00 AM,,Jammu Srinagar Roadways - Between Banihal And Patnitop,"The 300-km-long Jammu-Srinagar highway, the only lifeline to Kashmir Valley, closed again on Friday as landslides caused by heavy rain and snow sent large boulders shooting down.",Jammu Srinagar Roadways - Between Banihal And Patnitop,unknown,landslide,snowfall_snowmelt,medium,unknown,,,,,,glc,4764.0,India,IN,Kashmir,3278.0,Banihāl,2.2911900000000003,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2027,33.4372,2013
9351,Kalimpong.info,http://www.kalimpong.info/2007/06/15/landslide-hits-highway-raging-river-threatens-to-wreak-havoc/,94,06/15/2007 12:00:00 AM,,National Highway 31A at Sevoke,stranded traffic for hours,National Highway 31A at Sevoke,25km,landslide,rain,medium,unknown,,,,,,glc,94.0,India,IN,Bengal,12311.0,Odlābāri,10.70327,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.52600000000001,26.8096,2007
9353,mumbaimirror,http://www.mumbaimirror.com/article/2/2010060920100609025510668c413fedb/Landslides-kill-2-girls-injure-3.html,1958,06/08/2010 09:00:00 AM,,"Kamraj Nagar slum at Sion-Koliwada, Antop Hill, Mumbai","Landslides kill 2 girls, injure 3  Reema, 12, and Nandini, 6, were buried alive under the wall that collapsed at Antop Hill.  Monsoons have barely got a toehold in the city, and it is showering tragedies already. Two landslides in the different parts of the city claimed two lives and left three critically injured on Tuesday.  The landslide at Antop Hill led to the collapse of a compound wall that killed two girls and a left a 33 - year-old woman critically injured below her waist.  On Tuesday morning, residents of Kamraj Nagar slum at Sion-Koliwada were busy with their daily chores when they heard a sudden thud and then bloodcurdling screams for help which brought them out of their homes.  ""All we could see was debris of the wall and could hear feeble voices coming out from the heap of rubble,"" said Vinayak Sharma, a resident.","Kamraj Nagar slum at Sion-Koliwada, Antop Hill, Mumbai",5km,landslide,monsoon,medium,unknown,2.0,,Collapsed retaining wall,,,glc,1958.0,India,IN,Maharashtra,12691836.0,Mumbai,6.71572,09/10/2014 06:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.8562,19.0176,2010
9360,United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument,99,06/25/2007 12:00:00 AM,,Mumbai,LS info,Mumbai,25km,landslide,rain,medium,unknown,2.0,,,,,glc,99.0,India,IN,Maharashtra,12691836.0,Mumbai,5.5889999999999995,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.9104,19.0298,2007
9366,dailymailnews.com,http://dailymailnews.com/0210/11/Brief/Brief3.php,1498,02/10/2010 12:00:00 AM,,"Road between Srinagar and Muzaffarabad near Kaman post in Baramulla district, Kashmir","The road between Srinagar and Muzaffarabad in Pakistan-administered Kashmir was closed Wednesday due to landslides near the Kaman post in north Kashmir’s Baramulla district, an official said. “The Karvan-e-Aman bus from Srinagar to Muzaffarabad has been cancelled Thursday,” a police officer said here.","Road between Srinagar and Muzaffarabad near Kaman post in Baramulla district, Kashmir",25km,landslide,rain,medium,unknown,0.0,,,,,glc,1498.0,India,IN,Kashmir,6755.0,Uri,9.81144,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.1213,34.150999999999996,2010
